Sr.No, Round  , Institute                                                                      , Program                                                                                                                                      , Stream                                                 , Seat Type      , Quota     , Category          , Opening Rank, Closing Rank
  108, Round 1, "Haldia Institute of Technology, Haldia, Purba Medinipur"                      , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         8770,        27279
  109, Round 1, "Jis College of Engineering, Kalyani, Nadia"                                   , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       319961,      1002712
  110, Round 1, "Jis College of Engineering, Kalyani, Nadia"                                   , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,         9733,        86376
  111, Round 1, "Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly"        , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       576551,      1213978
  112, Round 1, "Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly"        , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        79964,        79964
  113, Round 1, ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE                       , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - A           ,        14756,        21898
  114, Round 1, ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE                       , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,         7727,        14466
  115, Round 1, ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE                       , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, ST                ,        69673,        95714
  116, Round 1, ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE                       , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,        20081,        25692
  117, Round 1, ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE                       , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,        15252,        15897
  118, Round 1, Jadavpur University                                                            , Electrical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,          418,         4093
  119, Round 1, Jadavpur University                                                            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open              ,          719,         1010
  120, Round 1, Jadavpur University                                                            , Mechanical Engineering                                                                                                                       , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         1564,         2156
